index,Title,Director,Cast,genres,combo
482,rudhramadevi,gunasekhar,anushka shetty allu arjun rana daggubati krishnam raju prakash raj,History Action Drama,rudhramadevi gunasekhar anushka shetty allu arjun rana daggubati krishnam raju prakash raj History Action Drama
483,bruce lee,srinu vaitla,ram charan rakul preet singh kriti kharbanda arun vijay brahmanandam,Documentary,bruce lee srinu vaitla ram charan rakul preet singh kriti kharbanda arun vijay brahmanandam Documentary
484,kanche,krish,varun tej pragya jaiswal nikitin dheer srinivas avasarala,Romance History Drama,kanche krish varun tej pragya jaiswal nikitin dheer srinivas avasarala Romance History Drama
485,columbus,r samala,sumanth ashwin seerat kapoor mishti chakraborty,Drama,columbus r samala sumanth ashwin seerat kapoor mishti chakraborty Drama
486,raju gari gadhi,omkar,ashwin babu dhanya balakrishna,Thriller Horror,raju gari gadhi omkar ashwin babu dhanya balakrishna Thriller Horror
487,sher,mallikarjun,kalyan ram sonal chauhan vikramjeet virk mukesh rishi,un_known,sher mallikarjun kalyan ram sonal chauhan vikramjeet virk mukesh rishi un_known
488,tripura,raj kiran,colors swathi naveen chandra saptagiri rao ramesh,Thriller Horror,tripura raj kiran colors swathi naveen chandra saptagiri rao ramesh Thriller Horror
489,akhil,vinayak,akhil akkineni sayyeshaa rajendra prasad mahesh manjrekar brahmanandam vennela kishore,Action Fantasy Romance,akhil vinayak akhil akkineni sayyeshaa rajendra prasad mahesh manjrekar brahmanandam vennela kishore Action Fantasy Romance
490,kumari 21f,surya pratap,raj tarun heebah patel,un_known,kumari 21f surya pratap raj tarun heebah patel un_known
491,cheekati rajyam,rajesh,kamal haasan trisha prakash raj,Action Crime Thriller,cheekati rajyam rajesh kamal haasan trisha prakash raj Action Crime Thriller
492,size zero,prakash,arya anushka sonal chauhan,Romance Comedy Drama,size zero prakash arya anushka sonal chauhan Romance Comedy Drama
493,thanu nenu,ram mohan,santosh avika gor,Drama Romance,thanu nenu ram mohan santosh avika gor Drama Romance
494,veediki dookudekkuva,satyanarayana,srikanth kamna jethmalani,un_known,veediki dookudekkuva satyanarayana srikanth kamna jethmalani un_known
495,sankarabharanam,uday,nikhil nanditha,Thriller Action,sankarabharanam uday nikhil nanditha Thriller Action
496,bengal tiger,sampath nandi,ravi teja tamannaah bhatia boman irani raashi khanna,un_known,bengal tiger sampath nandi ravi teja tamannaah bhatia boman irani raashi khanna un_known
497,hitudu,viplav,jagapathi babu meera nandan,un_known,hitudu viplav jagapathi babu meera nandan un_known
498,anaganaga oka chitram,j. prabhakar reddy,shiva meghashree,un_known,anaganaga oka chitram j. prabhakar reddy shiva meghashree un_known
499,kaki: sound of warning,manon m,ashok meghashree sangeetha bhat kiran pattikonda,un_known,kaki: sound of warning manon m ashok meghashree sangeetha bhat kiran pattikonda un_known
500,loafer,puri jagannadh,varun tej disha patani,Romance,loafer puri jagannadh varun tej disha patani Romance
501,taskara,chandra sekhar,un_known,Thriller,taskara chandra sekhar un_known Thriller
502,soukhyam,as ravi kumar chowdhary,gopichand regina cassandra mukesh rishi pradeep rawat,un_known,soukhyam as ravi kumar chowdhary gopichand regina cassandra mukesh rishi pradeep rawat un_known
503,bhale manchi roju,sriram adittya. t,sudheer babu wamiqa gabbi dhanya balakrishna sai kumar,Comedy Drama Crime,bhale manchi roju sriram adittya. t sudheer babu wamiqa gabbi dhanya balakrishna sai kumar Comedy Drama Crime
504,mama manchu alludu kanchu,sriniwass reddy,mohan babu allari naresh varun sandesh poorna meena ramya krishna,un_known,mama manchu alludu kanchu sriniwass reddy mohan babu allari naresh varun sandesh poorna meena ramya krishna un_known
505,jathakalisey,rakesh sashii,ashwin babu tejaswi madivada snigdha shakalaka shankar dhanaraj satyadev,un_known,jathakalisey rakesh sashii ashwin babu tejaswi madivada snigdha shakalaka shankar dhanaraj satyadev un_known
506,un_known,un_known,un_known,un_known,un_known un_known un_known un_known
507,chitram bhalare vichitram,bhanu prakash balusu,chandini tamilarasan sowmya subhasree jeeva surya venugopal rao prabhas sreenu allari subhashini,un_known,chitram bhalare vichitram bhanu prakash balusu chandini tamilarasan sowmya subhasree jeeva surya venugopal rao prabhas sreenu allari subhashini un_known
508,abbayitho ammayi,ramesh varma,naga shourya palak lalwani rao ramesh brahmanandam mohan,Drama Romance,abbayitho ammayi ramesh varma naga shourya palak lalwani rao ramesh brahmanandam mohan Drama Romance
509,nenu.. sailaja...,kishore tirumala,ram pothineni keerthy suresh sathyaraj pradeep rawat prince cecil rohini,Comedy Romance,nenu.. sailaja... kishore tirumala ram pothineni keerthy suresh sathyaraj pradeep rawat prince cecil rohini Comedy Romance
510,nannaku prematho,sukumar,jr ntr rakul preet jagapathi babu rajendra prasad,Action,nannaku prematho sukumar jr ntr rakul preet jagapathi babu rajendra prasad Action
511,express raja,merlapaka gandhi,sharwanand surabhi harish uthaman,Comedy Drama Romance,express raja merlapaka gandhi sharwanand surabhi harish uthaman Comedy Drama Romance
512,dictator,sriwass,nandamuri balakrishna anjali sonal chauhan,Comedy,dictator sriwass nandamuri balakrishna anjali sonal chauhan Comedy
513,soggade chinni nayana,kalyan krishna,nagarjuna ramya krishnan lavanya tripathi nassar sampath raj brahmanandam,Drama Family Fantasy,soggade chinni nayana kalyan krishna nagarjuna ramya krishnan lavanya tripathi nassar sampath raj brahmanandam Drama Family Fantasy
514,lacchimdeviki o lekkundi,jagadish talasila,lavanya tripathi naveen chandra,Comedy Thriller,lacchimdeviki o lekkundi jagadish talasila lavanya tripathi naveen chandra Comedy Thriller
515,seethamma andalu ramayya sitralu,gavireddy srinivas reddy,raj tarun arthana aadarsh raja ravindra,un_known,seethamma andalu ramayya sitralu gavireddy srinivas reddy raj tarun arthana aadarsh raja ravindra un_known
516,lajja,narasimha nandi,madhumitha varun shiva,Drama,lajja narasimha nandi madhumitha varun shiva Drama
517,speedunnodu,bhimaneni srinivasa rao,bellamkonda sreenivas sonarika bhadoria,Romance Action Comedy,speedunnodu bhimaneni srinivasa rao bellamkonda sreenivas sonarika bhadoria Romance Action Comedy
518,vennello hai hai,vamsy,ajmal nikitha narayan,un_known,vennello hai hai vamsy ajmal nikitha narayan un_known
519,krishna gaadi veera prema gaadha,hanu raghavapudi,nani mehreen pirzada sampath raj murali sharma harish uthaman,Romance Comedy Action,krishna gaadi veera prema gaadha hanu raghavapudi nani mehreen pirzada sampath raj murali sharma harish uthaman Romance Comedy Action
520,garam,madan,aadi adah sharma brahmanandam,Comedy,garam madan aadi adah sharma brahmanandam Comedy
521,krishnashtami,vasu varma,sunil nikki galrani dimple chopade,Romance Action Drama,krishnashtami vasu varma sunil nikki galrani dimple chopade Romance Action Drama
522,malupu,sathya prabhas pinisetty,aadhi nikki galrani mithun chakraborty richa pallod pasupathy,Romance Action,malupu sathya prabhas pinisetty aadhi nikki galrani mithun chakraborty richa pallod pasupathy Romance Action
523,kshanam,ravikanth,adivi sesh adah sharma anasuya,un_known,kshanam ravikanth adivi sesh adah sharma anasuya un_known
524,eluka majaka,relangi narasimha rao,vennela kishore brahmanandam pavani,Comedy,eluka majaka relangi narasimha rao vennela kishore brahmanandam pavani Comedy
525,padesave,chuniya,karthik raju nithya shetty sam,un_known,padesave chuniya karthik raju nithya shetty sam un_known
526,terror,sathish kasetty,srikanth nikhita thukral prudhvi nassar,Horror,terror sathish kasetty srikanth nikhita thukral prudhvi nassar Horror
527,veeri veeri gu,m v sagar,rudra venne raghu babu,un_known,veeri veeri gu m v sagar rudra venne raghu babu un_known
528,guntur talkies,praveen sattaru,siddu jonnalagadda rashmi gautham shraddha das,Romance Comedy Crime,guntur talkies praveen sattaru siddu jonnalagadda rashmi gautham shraddha das Romance Comedy Crime
529,kalyana vaibhogame,nandini reddy,naga shourya malavika nair raasi,Comedy Drama,kalyana vaibhogame nandini reddy naga shourya malavika nair raasi Comedy Drama
530,shourya,k. dasaradh,manoj manchu regina cassandra prakash raj,Thriller Romance,shourya k. dasaradh manoj manchu regina cassandra prakash raj Thriller Romance
531,tuntari,kumar nagendra,nara rohit latha hegde kabir duhan singh,un_known,tuntari kumar nagendra nara rohit latha hegde kabir duhan singh un_known
532,tulasi dalam,r. p. patnaik,nischal vandana gupta r. p. patnaik,un_known,tulasi dalam r. p. patnaik nischal vandana gupta r. p. patnaik un_known
533,o sthree repu raa,t. ashok kumar reddy,ashish gandhi diksha panth shruthi mol,un_known,o sthree repu raa t. ashok kumar reddy ashish gandhi diksha panth shruthi mol un_known
534,nenu maa college,s. s. dhakar,manoj nandan sisha srihari,un_known,nenu maa college s. s. dhakar manoj nandan sisha srihari un_known
535,drishya kavyam,bella ramakrishna reddy,ram karthik kashmira kulkarni,un_known,drishya kavyam bella ramakrishna reddy ram karthik kashmira kulkarni un_known
536,seesa,mohamad issack,sivaji chaswa namratha,Romance,seesa mohamad issack sivaji chaswa namratha Romance
537,dandakaranyam,r. narayana murthy,r. narayana murthy gaddar,un_known,dandakaranyam r. narayana murthy r. narayana murthy gaddar un_known
538,romance with finance,rajju kumpatla,merina abraham satish babu,un_known,romance with finance rajju kumpatla merina abraham satish babu un_known
539,run,anil kanneganti,sundeep kishan anisha ambrose bobby simha,Thriller Horror Drama,run anil kanneganti sundeep kishan anisha ambrose bobby simha Thriller Horror Drama
540,oopiri,vamsi paidipally,nagarjuna karthi tamannaah,un_known,oopiri vamsi paidipally nagarjuna karthi tamannaah un_known
541,mohabbat mein,mahesh surya,karthik hamida,un_known,mohabbat mein mahesh surya karthik hamida un_known
542,ammayi aaruguru,g. muraliprasad,ramachandra aashalatha ravi,un_known,ammayi aaruguru g. muraliprasad ramachandra aashalatha ravi un_known
543,meera,santhosh eubulus,aditya anand ishika singh,un_known,meera santhosh eubulus aditya anand ishika singh un_known
544,7 to 4,vijay sekhar sankranth,anand bachu raj bala radhika loukya,un_known,7 to 4 vijay sekhar sankranth anand bachu raj bala radhika loukya un_known
545,attack,ram gopal varma,manchu manoj surabhi jagapati babu prakash raj abhimanyu singh poonam kaur,Horror Fantasy Drama Action Science Fiction,attack ram gopal varma manchu manoj surabhi jagapati babu prakash raj abhimanyu singh poonam kaur Horror Fantasy Drama Action Science Fiction
546,savitri,pavan sadineni,nara rohit nanditha raj,Thriller Action,savitri pavan sadineni nara rohit nanditha raj Thriller Action
547,sardaar gabbar singh,k. s. ravindra,pawan kalyan kajal aggarwal sharad kelkar,Comedy Action,sardaar gabbar singh k. s. ravindra pawan kalyan kajal aggarwal sharad kelkar Comedy Action
548,eedo rakam aado rakam,g. nageswara reddy,manchu vishnu raj tarun hebah patel sonarika bhadoria,Romance Comedy,eedo rakam aado rakam g. nageswara reddy manchu vishnu raj tarun hebah patel sonarika bhadoria Romance Comedy
549,sarrainodu,boyapati srinu,allu arjun srikanth aadhi pinisetty rakul preet singh catherine tresa pradeep rawat sai kumar jayaprakash brahmanandam,Action Drama,sarrainodu boyapati srinu allu arjun srikanth aadhi pinisetty rakul preet singh catherine tresa pradeep rawat sai kumar jayaprakash brahmanandam Action Drama
550,raja cheyyi vesthe,pradeep,nara rohit isha talwar taraka ratna,Thriller Action Romance,raja cheyyi vesthe pradeep nara rohit isha talwar taraka ratna Thriller Action Romance
551,supreme,anil ravipudi,sai dharam tej raashi khanna master mikhail gandhi rajendra prasad kabir duhan singh ravi kishan sai kumar,Documentary,supreme anil ravipudi sai dharam tej raashi khanna master mikhail gandhi rajendra prasad kabir duhan singh ravi kishan sai kumar Documentary
552,brahmotsavam,srikanth addala,mahesh babu kajal aggarwal samantha ruth prabhu pranitha subhash,Family Romance,brahmotsavam srikanth addala mahesh babu kajal aggarwal samantha ruth prabhu pranitha subhash Family Romance
553,a aa,trivikram srinivas,nithiin samantha naresh srinivas avasarala,Family,a aa trivikram srinivas nithiin samantha naresh srinivas avasarala Family
554,sri sri,muppalaneni siva,krishna vijay nirmala,Action Drama Family,sri sri muppalaneni siva krishna vijay nirmala Action Drama Family
555,okka ammayi thappa,rajasimha tadinada,sundeep kishan nithya menen ravi kishan ali prudhviraj,Action Drama Romance,okka ammayi thappa rajasimha tadinada sundeep kishan nithya menen ravi kishan ali prudhviraj Action Drama Romance
556,parvathipuram,m.a. chowdary,madan srushti dange tapashree kushi sharma leena david,un_known,parvathipuram m.a. chowdary madan srushti dange tapashree kushi sharma leena david un_known
557,right right,j. b. murali krishna,sumanth ashwin pooja jhaveri pavani gangireddy nassar,Drama Romance,right right j. b. murali krishna sumanth ashwin pooja jhaveri pavani gangireddy nassar Drama Romance
558,gentleman,mohan krishna indraganti,nani niveda thomas surabhi srinivas avasarala tanikella bharani vennela kishore,Drama Romance,gentleman mohan krishna indraganti nani niveda thomas surabhi srinivas avasarala tanikella bharani vennela kishore Drama Romance
559,premikudu,kala sundeep,maanas n sanam shetty shakalaka shankar paruchuri venkateswara rao bhanu chander,un_known,premikudu kala sundeep maanas n sanam shetty shakalaka shankar paruchuri venkateswara rao bhanu chander un_known
560,meeku meere maaku meme,hussain sha kiran,tarun shetty avantika mishra jenny honey kireeti damaraju,un_known,meeku meere maaku meme hussain sha kiran tarun shetty avantika mishra jenny honey kireeti damaraju un_known
561,guppedantha prema,vinod lingala,sai ronak aditi sssingh,Comedy Romance Drama,guppedantha prema vinod lingala sai ronak aditi sssingh Comedy Romance Drama
562,oka manasu,rama raju gottimukkala,naga shourya niharika konidela rao ramesh srinivas avasarala,Romance Drama,oka manasu rama raju gottimukkala naga shourya niharika konidela rao ramesh srinivas avasarala Romance Drama
563,kundanapu bomma,mullapudi vara,chandini chowdary sudhakar komakula sudheer varma aalapati lakshmi,Comedy Romance,kundanapu bomma mullapudi vara chandini chowdary sudhakar komakula sudheer varma aalapati lakshmi Comedy Romance
564,rajadhi raja,cheran,sharwanand nithya menen prakash raj santhanam,un_known,rajadhi raja cheran sharwanand nithya menen prakash raj santhanam un_known
565,arddhanaari,bhanushanker chowdary,arjun yajath mouryaani,Thriller,arddhanaari bhanushanker chowdary arjun yajath mouryaani Thriller
566,rojulu marayi,murali krishna mudidani,chethan parwatheesham kruthika jayakumar tejaswini raja ravindra,Comedy Drama Romance,rojulu marayi murali krishna mudidani chethan parwatheesham kruthika jayakumar tejaswini raja ravindra Comedy Drama Romance
567,antham,gssp kalyan,rashmi gautam charandeep,un_known,antham gssp kalyan rashmi gautam charandeep un_known
568,iddaram,sudhakar vinukonda,sanjeev sai krupa,un_known,iddaram sudhakar vinukonda sanjeev sai krupa un_known
569,selfie raja,g. eshwar reddy,allari naresh sakshi chaudhary kamna jethmalani saptagiri,Comedy,selfie raja g. eshwar reddy allari naresh sakshi chaudhary kamna jethmalani saptagiri Comedy
